Date,Open,High,Low,Close,Volume,SMA,EMA,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower
2012-05-18,41.85274310861085,44.78890544729396,37.821742377714905,38.050662994384766,573576400,,,,,,,
2012-05-21,36.35863362779454,36.48802485048197,32.845194355637865,33.870361328125,168192700,,,,,,,
2012-05-22,32.45703208390923,33.432434598145434,30.794865722612162,30.854583740234375,101786600,,,,,,,
2012-05-23,31.222847755786916,32.347546219825745,31.212894436834176,31.849891662597656,73600000,,,,,,,
2012-05-24,32.79543446955165,33.05421315600395,31.620969468447022,32.875057220458984,50237200,,,,,,,
2012-05-25,32.745670707598876,32.79543540293265,30.964066518308705,31.760313034057617,37149800,,,,,,,
2012-05-29,31.332331248975276,31.541347155393254,28.515606460743793,28.704715728759766,78063400,,,,,,,
2012-05-30,28.5653719220225,29.411383138084013,27.72931212636516,28.057764053344727,57267900,,,,,,,
2012-05-31,28.41607170055536,29.530818635855635,26.70414087325985,29.46114730834961,111639200,,,,,,,
2012-06-01,28.75448144516546,29.013262058355792,27.26151768334542,27.589969635009766,41855500,,,,,,,
2012-06-04,27.07240903237551,27.520297000792574,26.315973867527205,26.773815155029297,35230300,,,,,,,
2012-06-05,26.574754180920536,27.62978131329522,25.6292097604932,25.748647689819336,42473400,,,,,,,
2012-06-06,25.94770801789494,27.042548411146505,25.400288770469885,26.684236526489258,61489200,,,,,,,
2012-06-07,26.873348350955347,27.22170694999991,26.027335152819017,26.18658447265625,26159500,,,23.327224955124038,,,,
2012-06-08,26.425456347993922,27.629781369057195,26.315973635825614,26.972877502441406,38034000,,,28.316282171044392,,,,
2012-06-11,27.052501495925387,27.93832598266214,26.71409625187735,26.883298873901367,28219600,,,28.092015432426024,,,,
2012-06-12,27.351093768730035,27.639734320612682,26.833532578155165,27.271469116210938,15816800,,,30.655001765972813,,,,
2012-06-13,27.53024832382273,27.9681848398041,26.972875784283676,27.142078399658203,17102800,,,30.267731098963125,,,,
2012-06-14,27.520296114924523,28.18715328494323,27.251562203483825,28.15729522705078,16855000,,,36.99345865989296,,,,
2012-06-15,28.37626461085972,29.958806340039878,28.217015295832926,29.86922836303711,43563800,,,46.38440352777656,,,35.35658283157027,23.119816971591348
2012-06-18,29.819458281040113,31.929516204578466,29.272039061904326,31.262657165527344,42978900,,,52.579807523821394,,,33.61702212894343,24.180577091332445
2012-06-19,31.392049732424287,32.02904694502342,30.55598994168721,31.760313034057617,30849000,,,54.59764373658707,,,33.14202888764483,24.44456550322431
2012-06-20,31.770267492850657,31.780220811954866,31.003879007440304,31.45176887512207,15553600,,,53.08929271568526,,,33.23582173751005,24.410491166847862
2012-06-21,31.52144257722251,32.34754914088441,31.362193256401053,31.690645217895508,21875300,,,54.14550432818447,,,33.206507655936846,24.423880603950845
2012-06-22,32.25796514627044,33.29308743701767,31.909608508424064,32.894962310791016,74834000,,,59.14039014746407,,,33.21119046985145,24.42118829906945
2012-06-25,32.70585921477661,32.865108526604004,31.402002863887713,31.90961265563965,24352900,,,53.961226236912744,-0.3891860917293535,,33.23909232014034,24.408216410938767
2012-06-26,32.536652282594815,33.28313408856248,32.34754492526535,32.94472885131836,24858700,,,58.111299610959186,-0.17487510817213447,,33.8011704105565,24.27013963277846
2012-06-27,32.3077322815222,32.74567071285658,31.75035972040847,32.07881164550781,28568000,,,53.74659430697848,-0.07405078011450428,,34.157007695222426,24.316407107328843
2012-06-28,31.810076445863388,32.03899707260413,30.755049380465774,31.212892532348633,17713300,,,49.724515820352956,-0.06328964573316043,,34.31925770031602,24.32933162463515
2012-06-29,31.770264197108006,31.83993552520847,30.615705878411205,30.954111099243164,19526900,,,48.55508435444593,-0.07478084114384842,,34.46906329310932,24.51594017826519
2012-07-02,31.103409768401885,31.581157686828185,30.406692630229095,30.625661849975586,14122000,,,47.042854789508716,-0.10913279086708627,,34.52207212799802,24.84811601287112
2012-07-03,30.765003634703895,31.292518132650738,30.655519027974954,31.05364418029785,8763600,,,49.26039910394136,-0.10066199246650953,,34.46591591972568,25.434771870191312
2012-07-05,31.173080268009446,31.481625553099565,30.874488301586936,31.322376251220703,10032100,,,50.657560891258335,-0.07144086564068886,,34.47390212502313,25.890599637367004
2012-07-06,31.292520918783296,31.750362226956582,31.113364963967108,31.581159591674805,10945600,,,52.0274761978362,-0.0270889942094108,-0.12769384534309497,34.3667689160076,26.537190358284395
2012-07-09,31.949421225176362,32.7257649204055,31.83993851291714,32.01909255981445,17785200,,,54.33786629912975,0.04290315316480431,-0.09357444564151512,34.329379421138555,27.079201358890742
2012-07-10,32.2778739608953,32.32763865583191,31.013830966130584,31.322376251220703,14269500,,,50.19601055045233,0.04167287189592983,-0.06652498213402613,34.10439265017376,27.74809586758747
2012-07-11,31.332330161259133,31.411954813701414,30.406692390116735,30.824722290039062,13030300,,,47.41583654900848,0.0005351803016004908,-0.05311294964690081,33.80667516313846,28.401138672005587
2012-07-12,30.555991223979227,31.252706479897046,30.45645993073339,30.66547393798828,11300700,,,46.527766654955656,-0.044404876014834116,-0.051371334920487476,33.29998775255354,29.26016563642351
2012-07-13,30.89439774791486,30.92425580823102,30.416647900438683,30.575897216796875,8108300,,,46.00580183467241,-0.08625400472229927,-0.058347868880849835,32.87422275076261,29.927790837189054
2012-07-16,30.356928698784483,30.356928698784483,28.07766986229875,28.117483139038086,24672100,,,34.550076438238776,-0.314171635927174,-0.10951262229011467,33.269618814097306,29.35722025145445
2012-07-17,28.346402822660313,28.45588743157471,27.022641790446514,27.958232879638672,30438600,,,33.96016131181406,-0.5018630014565595,-0.18798269812340362,33.59124223161994,28.705154405342952
2012-07-18,28.17719940012115,29.152603737043982,28.017950099889138,28.973447799682617,16841800,,,40.889155692218296,-0.562209599044948,-0.26282807830771254,33.609195123364664,28.40851499016073
2012-07-19,29.27203872818013,29.361616693694017,28.495696993193572,28.863962173461914,13685100,,,40.396894069238996,-0.6118166459817189,-0.33262579184251384,33.631859968149946,28.127069475209428
2012-07-20,28.86396359908726,29.33175818778588,28.585276370568106,28.625089645385742,11869100,,,39.285634806718086,-0.6627656548416034,-0.3986537644423318,33.6186844660515,27.833689420056903
2012-07-23,27.98809319210287,28.863964379352073,27.87860858179616,28.615137100219727,12390700,,,39.23720440070385,-0.6959240197468723,-0.45810781550324,33.364205824664154,27.66018554038712
2012-07-24,28.684808801166902,29.31185461569763,27.96818691153329,28.316545486450195,11539800,,,37.73424206234404,-0.7377913116429085,-0.5140445147311737,33.26144683794054,27.403637810191785
2012-07-25,28.256827113554923,29.351667595142526,27.948281798206228,29.20237159729004,17230200,,,44.52339332486584,-0.6915212515896947,-0.549539862102878,32.85267080348559,27.43817811924391
2012-07-26,27.619828359226272,28.09757628603977,26.60461259094646,26.724050521850586,64597400,,,33.51356379685873,-0.845090022505115,-0.6086498941833254,32.816395444207004,26.938977366156763
2012-07-27,23.081216617991377,24.424884169585937,22.175485565091616,23.59877586364746,123102300,,,25.08836726287811,-1.205086439432204,-0.7279372032331012,33.44472062485515,25.549240518638502
2012-07-30,23.88741781819581,23.92723109245881,22.9219686981349,23.041404724121094,29285900,29.699028129577638,30.395912106680782,23.932803351124647,-1.5178643904406286,-0.8859226406746067,33.883477448485124,24.31921305749632
2012-07-31,23.260374899676656,23.260374899676656,21.508630625941702,21.6081600189209,56179400,29.37017807006836,30.051294377749024,21.225482681325033,-1.8599536517259878,-1.080728842884883,34.379387311764134,22.92155301111184
2012-08-01,21.39914546575802,21.478770117136413,20.742241617285938,20.782052993774414,44604400,29.10841190338135,29.687794715632375,19.832864010667834,-2.1726765262293206,-1.2991183795537706,34.69377892906709,21.580002275156538
2012-08-02,20.67257052021874,20.74224185366864,19.72702611322348,19.945995330810547,56374500,28.890240135192872,29.305763367207987,18.509287818284804,-2.459621537472877,-1.5312190111375918,34.85417156972336,20.281971542459253
2012-08-03,20.264492739969302,22.05604825951179,19.806649592636496,20.99106788635254,80647000,28.673063659667967,28.979696877762677,25.22674197712216,-2.573038518632167,-1.739582912636507,34.61459319328908,19.462540748361306
2012-08-06,21.289660420462823,22.046095542204746,21.200082452203823,21.817174911499023,27778900,28.45190601348877,28.6988136633994,30.129758937352335,-2.5666753250144296,-1.9050013951120914,34.068155568900224,18.988786607918623
2012-08-07,22.095863607733662,22.344690892062186,20.40383731493908,20.622804641723633,36782900,28.22915584564209,28.382107427255253,27.338622467378187,-2.6277174560935634,-2.049544607308386,33.614588730459424,18.372396285409714
2012-08-08,20.61285132254231,21.05078787451294,20.12515007306658,20.622804641723633,29537400,28.067517623901367,28.077821043508916,27.338622467378187,-2.6455969894906772,-2.168755083744844,33.1084223819151,17.858370869122503
2012-08-09,20.652665009031537,21.070694930933538,20.513322334531388,20.91144561767578,15610700,27.924591255187988,27.796786713084085,29.17746792317196,-2.6064304265265292,-2.2562901523011814,32.478967839182886,17.512422579823465
2012-08-10,21.309567927663885,21.717644511551214,21.030880692989,21.707691192626953,25794700,27.769522132873536,27.557998653458316,34.12974228681786,-2.482523296555364,-2.3015367811520178,31.704024673121147,17.400545143468207
2012-08-13,22.046097485316672,22.344691371964792,21.299615616298716,21.49867820739746,24973100,27.64769630432129,27.32037824380887,33.46817174911736,-2.3738275975756835,-2.315994944436751,31.29467986997351,17.14800945345178
2012-08-14,21.309566105987404,21.49867535257916,20.155007787092714,20.28439712524414,39308800,27.517907943725586,27.044457415629864,29.848298448974674,-2.3584807106542627,-2.3244920976802534,30.891037727160565,16.784268020825273
2012-08-15,20.54317905412991,21.309567510688414,20.304305099826244,21.100553512573242,47861100,27.424946060180662,26.811363144921764,34.94164576751672,-2.254473030907185,-2.31048828432564,30.178507244309124,16.70950907496578
2012-08-16,20.344118405884917,20.383929782462413,19.597636585642775,19.776792526245117,157565300,27.286797180175782,26.53549763046386,31.009089268259245,-2.252892699178158,-2.2989691672961436,29.4194416799339,16.55985767461932
