Date,Open,High,Low,Close,Volume,SMA,EMA,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower
2010-01-04,6.422878123960718,6.455078215013772,6.391279918788766,6.440332412719727,493729600,,,,,,,
2010-01-05,6.458085394989272,6.487877930287253,6.417458516486256,6.451464653015137,601904800,,,,,,,
2010-01-06,6.4514665085786,6.477046253588525,6.342226645342805,6.348847389221191,552160000,,,,,,,
2010-01-07,6.372319959542432,6.379843531927759,6.291066984952576,6.3371100425720215,477131200,,,,,,,
2010-01-08,6.328682844536467,6.3798423234804025,6.291367539745052,6.379240036010742,447610800,,,,,,,
2010-01-11,6.403919730938172,6.409938590322936,6.27301275366368,6.322968482971191,462229600,,,,,,,
2010-01-12,6.295278325516592,6.312733411200337,6.211919573553115,6.251040935516357,594459600,,,,,,,
2010-01-13,6.255556925343339,6.34764263282566,6.1421038718775645,6.339216232299805,605892000,,,,,,,
2010-01-14,6.322967226820972,6.333499826858838,6.290164851483697,6.3025031089782715,432894000,,,,,,,
2010-01-15,6.34764236456958,6.367805536404338,6.195368891923551,6.197174549102783,594067600,,,,,,,
2010-01-19,6.2694003816948065,6.475842402292385,6.236598808953662,6.471328258514404,730007600,,,,,,,
2010-01-20,6.467415917832645,6.486675862579344,6.304609818919171,6.371718883514404,612152800,,,,,,,
2010-01-21,6.382250832690952,6.419265602042172,6.2356944607414775,6.261574745178223,608154400,,,,,,,
2010-01-22,6.22275367139185,6.244420751800569,5.933253496278336,5.951008319854736,881767600,,,29.35550802955015,,,,
2010-01-25,6.094254474085411,6.160158951875799,6.02443733729753,6.111106872558594,1065699600,,,39.48910186728251,,,,
2010-01-26,6.197776376209968,6.431302812541222,6.096361043026214,6.197475433349609,1867110000,,,44.143978208671015,,,,
2010-01-27,6.224861227692589,6.33711011643965,6.004575847197516,6.255857944488525,1722568400,,,47.10602895008295,,,,
2010-01-28,6.167082622894167,6.184235565722863,5.979599201941326,5.997354030609131,1173502400,,,37.59859800848272,,,,
2010-01-29,6.051222512808129,6.0849273190150095,5.725308536102779,5.779778003692627,1245952400,,,31.783953095800086,,,,
